room_id,room_name,hour_start,indoor_co2 [ppm],air_temperature [Celsius],indoor_relative_humidity [%],pm2.5 [mu_g/m3],occupant_count [number],wifi_connected_devices [number],illuminance [lux],occupied_fraction,total_energy_kwh,risk_score,flag_high_co2,flag_temp_out_of_range,flag_humidity_out_of_range,flag_pm25_high,flag_energy_without_occupancy,is_occupied,occupancy_mode,date,hour,weekday,is_weekend,month,expected_load_kwh,p10_load_kwh,p90_load_kwh,load_gap_kwh,normal_band_kwh,flag_load_anomaly,anomaly_cause
Room1,Room 1 - Lecture,2021-09-07 00:00:00+08:00,428.07187143333334,26.369344709999996,73.130147935,3.4353926977500002,0.0,0.0,7.2727202975,0.0,0.04994766666666667,1.9166666666666667,0.0,0.0,1.0,0.0,0.9166666666666666,0,Unoccupied,2021-09-07,0,Tuesday,False,2021-09,0.05313408333333333,0.04183980015,0.05843693333333334,-0.003186416666666664,0.05,0,Normal
Room1,Room 1 - Lecture,2021-09-07 01:00:00+08:00,578.1965993333333,26.388185661666668,67.68973604833333,3.5336480539166666,0.0,0.0,17.1114280225,0.0,0.05210033333333333,1.25,0.0,0.0,0.25,0.0,1.0,0,Unoccupied,2021-09-07,1,Tuesday,False,2021-09,0.05179566666666666,0.04144610565,0.054575733333333334,0.00030466666666666836,0.05,0,Normal
Room1,Room 1 - Lecture,2021-09-07 02:00:00+08:00,542.0789388,26.2703396475,68.00211938166667,3.3002463181666664,0.0,0.0,26.634812356666668,0.0,0.05462616666666667,1.3333333333333333,0.0,0.0,0.3333333333333333,0.0,1.0,0,Unoccupied,2021-09-07,2,Tuesday,False,2021-09,0.052217999999999994,0.04127661653333333,0.054697383333333335,0.0024081666666666765,0.05,0,Normal
Room1,Room 1 - Lecture,2021-09-07 03:00:00+08:00,455.287073775,26.233569304166664,74.48710886666667,4.51622192075,0.0,0.0,21.68999608375,0.0,0.052998666666666666,2.0,0.0,0.0,1.0,0.0,1.0,0,Unoccupied,2021-09-07,3,Tuesday,False,2021-09,0.05237125,0.042161727700000005,0.05452465,0.000627416666666665,0.05,0,Normal
Room1,Room 1 - Lecture,2021-09-07 04:00:00+08:00,634.1579742416667,26.25236749583333,66.3049405425,5.4352011681666665,0.0,0.0,24.510824204166667,0.0,0.050896166666666666,1.0833333333333333,0.0,0.0,0.08333333333333333,0.0,1.0,0,Unoccupied,2021-09-07,4,Tuesday,False,2021-09,0.05176158333333333,0.04170755528333333,0.05481278333333333,-0.0008654166666666671,0.05,0,Normal
Room1,Room 1 - Lecture,2021-09-07 05:00:00+08:00,599.8000818833333,26.5428613025,67.98820749916666,5.9468322992500005,0.0,0.0,42.19935846333333,0.0,0.053134999999999995,1.4166666666666667,0.0,0.0,0.4166666666666667,0.0,1.0,0,Unoccupied,2021-09-07,5,Tuesday,False,2021-09,0.05176166666666667,0.04062917226666667,0.05424631666666667,0.0013733333333333236,0.05,0,Normal
Room1,Room 1 - Lecture,2021-09-07 06:00:00+08:00,673.94543965,26.839313664166667,67.10587120166666,4.179761926333334,0.0,0.0,22.9361834525,0.0,0.054135249999999996,1.1666666666666667,0.0,0.0,0.16666666666666666,0.0,1.0,0,Unoccupied,2021-09-07,6,Tuesday,False,2021-09,0.052252,0.041605371983333334,0.05433781666666666,0.001883249999999996,0.05,0,Normal
Room1,Room 1 - Lecture,2021-09-07 07:00:00+08:00,653.8894348166667,26.8188451125,63.75389194416667,3.1857826906666666,0.16666666666666666,0.0,23.764252821666663,0.16666666666666666,0.5972666666666666,1.0,0.0,0.16666666666666666,0.0,0.0,0.8333333333333334,0,Unoccupied,2021-09-07,7,Tuesday,False,2021-09,0.6879864583333333,0.042650064175,0.925759375,-0.09071979166666666,0.8831093108250001,0,Normal
Room1,Room 1 - Lecture,2021-09-07 08:00:00+08:00,642.5291086833333,26.721385161666664,63.719527879999994,4.275159597416667,1.8333333333333333,2.5833333333333335,22.076253731666668,0.8333333333333334,1.1019350833333335,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,1,Occupied,2021-09-07,8,Tuesday,False,2021-09,1.1019350833333335,1.1019350833333335,1.1019350833333335,0.0,0.05,0,Normal
Room1,Room 1 - Lecture,2021-09-07 09:00:00+08:00,562.1092046083334,26.549594085,66.4645856225,4.584339062416666,22.333333333333332,17.166666666666668,14.192795038833333,1.0,1.5445881666666665,0.25,0.0,0.0,0.25,0.0,0.0,1,Occupied,2021-09-07,9,Tuesday,False,2021-09,1.8693722916666666,1.6095449916666666,2.1291995916666666,-0.3247841250000001,0.5196546,0,Normal
Room1,Room 1 - Lecture,2021-09-07 10:00:00+08:00,590.5736974083333,26.401461918333336,66.40246041666667,5.449343284,15.666666666666666,12.333333333333334,7.7838977575833335,1.0,1.4652453333333335,0.0,0.0,0.0,0.0,0.0,0.0,1,Occupied,2021-09-07,10,Tuesday,False,2021-09,1.5758339305,1.4802728416333335,1.849420225,-0.11058859716666647,0.3691473833666665,0,Normal
Room1,Room 1 - Lecture,2021-09-07 11:00:00+08:00,657.73309835,26.415901819166667,64.53094673,5.530623912833334,10.083333333333334,6.25,4.169664065,1.0,1.2144134166666667,0.0,0.0,0.0,0.0,0.0,0.0,1,Occupied,2021-09-07,11,Tuesday,False,2021-09,1.2386801666666667,1.0054817944666665,1.8997692166666666,-0.024266750000000004,0.8942874222000001,0,Normal
Room1,Room 1 - Lecture,2021-09-07 12:00:00+08:00,638.078730275,26.3505746525,64.89427820833333,6.108333309583333,30.916666666666668,21.0,6.176254849,1.0,1.7298064999999998,0.0,0.0,0.0,0.0,0.0,0.0,1,Occupied,2021-09-07,12,Tuesday,False,2021-09,1.4163045416666664,0.8634652306,1.77780565,0.3135019583333334,0.9143404193999999,0,Normal
Room1,Room 1 - Lecture,2021-09-07 13:00:00+08:00,522.2724711166667,26.68744325666667,72.04119173666668,6.240642746416667,15.666666666666666,16.083333333333332,51.64133358083333,0.8333333333333334,1.2637576666666666,1.0833333333333333,0.0,0.16666666666666666,0.75,0.0,0.16666666666666666,1,Occupied,2021-09-07,13,Tuesday,False,2021-09,1.3255507499999999,1.0369094167500001,1.6268007496666668,-0.06179308333333333,0.5898913329166666,0,Normal
Room1,Room 1 - Lecture,2021-09-07 14:00:00+08:00,596.1769612583333,27.7078477525,72.57741038083333,6.176778833,37.25,19.333333333333332,51.454493205,1.0,1.4626964999999998,2.0,0.0,1.0,1.0,0.0,0.0,1,Occupied,2021-09-07,14,Tuesday,False,2021-09,1.4626964999999998,0.9303689222333333,2.03723665,0.0,1.1068677277666668,0,Normal
